date,ticker,close,volume,sector
2018-01-30,ASSET_B,75.29,1213343,Banking
2018-01-30,ASSET_C,53.0,885957,Consumer
2018-01-30,ASSET_D,32.06,628248,Materials
2018-01-30,ASSET_E,52.63,1504576,Retail
2018-01-30,VNINDEX,952.07,0,Benchmark
2018-01-31,ASSET_A,100.81,2298529,Technology
2018-01-31,ASSET_B,75.91,1338299,Banking
2018-01-31,ASSET_C,53.65,1475362,Consumer
2018-01-31,ASSET_D,32.41,1462654,Materials
2018-01-31,ASSET_E,53.63,1152230,Retail
2018-01-31,VNINDEX,963.55,0,Benchmark
2018-02-01,ASSET_A,101.24,2310566,Technology
2018-02-01,ASSET_B,76.65,1494898,Banking
2018-02-01,ASSET_C,53.24,1922152,Consumer
2018-02-01,ASSET_D,32.7,672435,Materials
2018-02-01,ASSET_E,54.65,1015346,Retail
2018-02-01,VNINDEX,962.33,0,Benchmark
2018-02-02,ASSET_A,101.85,2494593,Technology
2018-02-02,ASSET_B,76.9,484157,Banking
2018-02-02,ASSET_C,53.45,1091178,Consumer
2018-02-02,ASSET_D,32.91,1467747,Materials
2018-02-02,ASSET_E,53.9,1703824,Retail
2018-02-02,VNINDEX,958.56,0,Benchmark
2018-02-05,ASSET_A,101.71,854417,Technology
2018-02-05,ASSET_B,77.02,1408299,Banking
2018-02-05,ASSET_C,52.77,1333297,Consumer
2018-02-05,ASSET_D,33.0,2225095,Materials
2018-02-05,ASSET_E,54.05,1953023,Retail
2018-02-05,VNINDEX,955.51,0,Benchmark
2018-02-06,ASSET_A,102.92,1615447,Technology
2018-02-06,ASSET_B,78.24,1323933,Banking
2018-02-06,ASSET_C,54.03,865474,Consumer
2018-02-06,ASSET_D,32.2,637737,Materials
2018-02-06,ASSET_E,53.94,474801,Retail
2018-02-06,VNINDEX,960.67,0,Benchmark
2018-02-07,ASSET_A,103.06,2487985,Technology
2018-02-07,ASSET_B,77.16,976626,Banking
2018-02-07,ASSET_C,55.24,2114797,Consumer
2018-02-07,ASSET_D,31.91,2292049,Materials
2018-02-07,ASSET_E,54.43,1265028,Retail
2018-02-07,VNINDEX,964.3,0,Benchmark
2018-02-08,ASSET_A,103.64,2295550,Technology
2018-02-08,ASSET_B,78.6,1146327,Banking
2018-02-08,ASSET_C,56.21,1502197,Consumer
2018-02-08,ASSET_D,32.65,1656098,Materials
2018-02-08,ASSET_E,54.53,495736,Retail
2018-02-08,VNINDEX,968.4,0,Benchmark
2018-02-09,ASSET_A,104.3,1669972,Technology
2018-02-09,ASSET_B,79.35,1291567,Banking
2018-02-09,ASSET_C,57.04,701735,Consumer
2018-02-09,ASSET_D,32.26,498592,Materials
2018-02-09,ASSET_E,55.04,1232987,Retail
2018-02-09,VNINDEX,972.69,0,Benchmark
2018-02-12,ASSET_A,107.14,813950,Technology
2018-02-12,ASSET_B,82.35,1168748,Banking
2018-02-12,ASSET_C,58.03,1680099,Consumer
2018-02-12,ASSET_D,33.37,1912377,Materials
2018-02-12,ASSET_E,55.32,2077556,Retail
2018-02-12,VNINDEX,993.49,0,Benchmark
2018-02-13,ASSET_A,107.65,577124,Technology
2018-02-13,ASSET_B,82.26,2307508,Banking
2018-02-13,ASSET_C,58.42,1104962,Consumer
2018-02-13,ASSET_D,33.55,400090,Materials
2018-02-13,ASSET_E,55.59,1850622,Retail
2018-02-13,VNINDEX,989.76,0,Benchmark
2018-02-14,ASSET_A,107.75,944252,Technology
2018-02-14,ASSET_B,81.78,1509888,Banking
2018-02-14,ASSET_C,58.14,2216793,Consumer
2018-02-14,ASSET_D,33.06,1683032,Materials
2018-02-14,ASSET_E,55.46,661377,Retail
2018-02-14,VNINDEX,985.02,0,Benchmark
2018-02-15,ASSET_A,106.85,537082,Technology
2018-02-15,ASSET_B,80.74,1456077,Banking
2018-02-15,ASSET_C,56.99,963009,Consumer
2018-02-15,ASSET_D,31.93,1465689,Materials
2018-02-15,ASSET_E,55.14,1905406,Retail
2018-02-15,VNINDEX,977.38,0,Benchmark
2018-02-16,ASSET_A,106.6,810054,Technology
2018-02-16,ASSET_B,81.7,952167,Banking
2018-02-16,ASSET_C,58.04,2215934,Consumer
2018-02-16,ASSET_D,31.9,1966528,Materials
2018-02-16,ASSET_E,56.64,429366,Retail
2018-02-16,VNINDEX,983.55,0,Benchmark
2018-02-19,ASSET_A,108.09,557335,Technology
2018-02-19,ASSET_B,82.66,2324411,Banking
2018-02-19,ASSET_C,59.17,1865523,Consumer
2018-02-19,ASSET_D,33.19,1190077,Materials
2018-02-19,ASSET_E,57.02,426016,Retail
2018-02-19,VNINDEX,994.79,0,Benchmark
2018-02-20,ASSET_A,107.94,2000684,Technology
2018-02-20,ASSET_B,83.26,448691,Banking
2018-02-20,ASSET_C,59.11,684271,Consumer
2018-02-20,ASSET_D,32.78,649671,Materials
2018-02-20,ASSET_E,57.18,2316158,Retail
2018-02-20,VNINDEX,993.89,0,Benchmark
2018-02-21,ASSET_A,107.19,1638774,Technology
2018-02-21,ASSET_B,81.13,1555266,Banking
2018-02-21,ASSET_C,58.09,1994591,Consumer
2018-02-21,ASSET_D,32.16,1212931,Materials
2018-02-21,ASSET_E,56.8,468721,Retail
2018-02-21,VNINDEX,985.86,0,Benchmark
2018-02-22,ASSET_A,109.03,1487562,Technology
2018-02-22,ASSET_B,79.87,754487,Banking
2018-02-22,ASSET_C,57.41,1913245,Consumer
2018-02-22,ASSET_D,31.46,1998958,Materials
2018-02-22,ASSET_E,56.49,957616,Retail
2018-02-22,VNINDEX,978.04,0,Benchmark
2018-02-23,ASSET_A,109.19,2100116,Technology
2018-02-23,ASSET_B,82.19,2014516,Banking
2018-02-23,ASSET_C,56.83,1357605,Consumer
2018-02-23,ASSET_D,32.21,2402698,Materials
2018-02-23,ASSET_E,58.24,677062,Retail
2018-02-23,VNINDEX,984.61,0,Benchmark
2018-02-26,ASSET_A,110.7,1262712,Technology
2018-02-26,ASSET_B,82.51,1194380,Banking
2018-02-26,ASSET_C,57.67,737476,Consumer
2018-02-26,ASSET_D,32.36,837094,Materials
2018-02-26,ASSET_E,58.7,1623002,Retail
2018-02-26,VNINDEX,992.15,0,Benchmark
2018-02-27,ASSET_A,112.86,1246221,Technology
2018-02-27,ASSET_B,82.92,1016541,Banking
2018-02-27,ASSET_C,57.15,1403861,Consumer
2018-02-27,ASSET_D,32.28,1137897,Materials
2018-02-27,ASSET_E,58.66,1496775,Retail
2018-02-27,VNINDEX,997.76,0,Benchmark
2018-02-28,ASSET_A,112.16,834543,Technology
2018-02-28,ASSET_B,81.52,521702,Banking
2018-02-28,ASSET_C,56.98,1678095,Consumer
2018-02-28,ASSET_D,32.68,2241336,Materials
2018-02-28,ASSET_E,59.5,2161725,Retail
2018-02-28,VNINDEX,991.36,0,Benchmark
2018-03-01,ASSET_A,115.68,1334155,Technology
2018-03-01,ASSET_B,82.06,2059868,Banking
2018-03-01,ASSET_C,56.68,677266,Consumer
2018-03-01,ASSET_D,33.03,1057358,Materials
2018-03-01,ASSET_E,59.44,2472890,Retail
2018-03-01,VNINDEX,993.89,0,Benchmark
2018-03-02,ASSET_A,115.34,766485,Technology
2018-03-02,ASSET_B,81.62,1232612,Banking
2018-03-02,ASSET_C,56.05,1116268,Consumer
2018-03-02,ASSET_D,32.67,914355,Materials
2018-03-02,ASSET_E,58.49,1966404,Retail
2018-03-02,VNINDEX,995.27,0,Benchmark
2018-03-05,ASSET_A,116.11,1637504,Technology
2018-03-05,ASSET_B,81.72,955075,Banking
2018-03-05,ASSET_C,56.28,1873838,Consumer
2018-03-05,ASSET_D,32.21,2146201,Materials
2018-03-05,ASSET_E,58.15,1380084,Retail
2018-03-05,VNINDEX,997.68,0,Benchmark
2018-03-06,ASSET_A,116.2,2494664,Technology
2018-03-06,ASSET_B,83.38,2173023,Banking
2018-03-06,ASSET_C,56.55,1561045,Consumer
2018-03-06,ASSET_D,33.03,1433184,Materials
2018-03-06,ASSET_E,57.85,497918,Retail
2018-03-06,VNINDEX,1006.71,0,Benchmark
2018-03-07,ASSET_A,116.04,1519385,Technology
2018-03-07,ASSET_B,83.08,441054,Banking
2018-03-07,ASSET_C,57.08,2483867,Consumer
2018-03-07,ASSET_D,33.12,1624884,Materials
2018-03-07,ASSET_E,56.85,2337080,Retail
2018-03-07,VNINDEX,1009.2,0,Benchmark
2018-03-08,ASSET_A,117.34,1027976,Technology
2018-03-08,ASSET_B,84.5,1384552,Banking
2018-03-08,ASSET_C,56.79,855151,Consumer
2018-03-08,ASSET_D,32.67,1423259,Materials
2018-03-08,ASSET_E,57.01,1577992,Retail
2018-03-08,VNINDEX,1016.38,0,Benchmark
2018-03-09,ASSET_A,118.67,1844929,Technology
2018-03-09,ASSET_B,85.29,737530,Banking
2018-03-09,ASSET_C,56.46,2033635,Consumer
2018-03-09,ASSET_D,31.91,1665922,Materials
2018-03-09,ASSET_E,57.01,856682,Retail
2018-03-09,VNINDEX,1017.3,0,Benchmark
2018-03-12,ASSET_A,119.57,2122014,Technology
2018-03-12,ASSET_B,86.55,666643,Banking
2018-03-12,ASSET_C,55.43,1293435,Consumer
2018-03-12,ASSET_D,31.52,964585,Materials
2018-03-12,ASSET_E,57.93,1537775,Retail
2018-03-12,VNINDEX,1020.52,0,Benchmark
2018-03-13,ASSET_A,122.34,1390750,Technology
2018-03-13,ASSET_B,87.42,445471,Banking
2018-03-13,ASSET_C,54.68,868535,Consumer
2018-03-13,ASSET_D,31.2,1937010,Materials
2018-03-13,ASSET_E,58.71,1222752,Retail
2018-03-13,VNINDEX,1027.32,0,Benchmark
2018-03-14,ASSET_A,120.16,925684,Technology
2018-03-14,ASSET_B,88.59,792796,Banking
2018-03-14,ASSET_C,54.87,2397449,Consumer
2018-03-14,ASSET_D,29.87,1159590,Materials
2018-03-14,ASSET_E,58.27,1135168,Retail
2018-03-14,VNINDEX,1012.4,0,Benchmark
2018-03-15,ASSET_A,119.26,1899107,Technology
2018-03-15,ASSET_B,89.17,2388831,Banking
2018-03-15,ASSET_C,55.75,1708557,Consumer
2018-03-15,ASSET_D,29.32,1499530,Materials
2018-03-15,ASSET_E,57.53,1351988,Retail
2018-03-15,VNINDEX,1009.32,0,Benchmark
2018-03-16,ASSET_A,122.62,793265,Technology
2018-03-16,ASSET_B,88.93,1335593,Banking
2018-03-16,ASSET_C,55.58,1524403,Consumer
2018-03-16,ASSET_D,28.81,789753,Materials
2018-03-16,ASSET_E,57.85,1982482,Retail
2018-03-16,VNINDEX,1004.7,0,Benchmark
2018-03-19,ASSET_A,122.32,2494352,Technology
2018-03-19,ASSET_B,87.43,2499951,Banking
2018-03-19,ASSET_C,54.87,1019409,Consumer
2018-03-19,ASSET_D,28.44,423646,Materials
2018-03-19,ASSET_E,58.4,744019,Retail
2018-03-19,VNINDEX,998.36,0,Benchmark
2018-03-20,ASSET_A,120.88,1067406,Technology
2018-03-20,ASSET_B,87.05,961330,Banking
2018-03-20,ASSET_C,54.61,2251042,Consumer
2018-03-20,ASSET_D,29.04,1597211,Materials
2018-03-20,ASSET_E,58.51,2424411,Retail
2018-03-20,VNINDEX,995.77,0,Benchmark
2018-03-21,ASSET_A,122.02,1135625,Technology
2018-03-21,ASSET_B,90.12,2000683,Banking
2018-03-21,ASSET_C,55.77,463370,Consumer
2018-03-21,ASSET_D,29.41,691389,Materials
2018-03-21,ASSET_E,59.67,531083,Retail
2018-03-21,VNINDEX,1011.42,0,Benchmark
2018-03-22,ASSET_A,119.41,1926559,Technology
2018-03-22,ASSET_B,90.65,588163,Banking
2018-03-22,ASSET_C,55.1,641781,Consumer
2018-03-22,ASSET_D,29.07,2317358,Materials
2018-03-22,ASSET_E,58.34,709091,Retail
2018-03-22,VNINDEX,1002.66,0,Benchmark
2018-03-23,ASSET_A,122.23,425652,Technology
2018-03-23,ASSET_B,93.25,627069,Banking
2018-03-23,ASSET_C,55.7,777627,Consumer
2018-03-23,ASSET_D,29.6,2414408,Materials
2018-03-23,ASSET_E,59.61,1820056,Retail
2018-03-23,VNINDEX,1012.95,0,Benchmark
2018-03-26,ASSET_A,119.3,826021,Technology
2018-03-26,ASSET_B,91.91,434429,Banking
2018-03-26,ASSET_C,54.89,1771324,Consumer
2018-03-26,ASSET_D,28.97,1064875,Materials
2018-03-26,ASSET_E,59.83,704970,Retail
2018-03-26,VNINDEX,995.7,0,Benchmark
2018-03-27,ASSET_A,119.04,663812,Technology
2018-03-27,ASSET_B,90.37,2287785,Banking
2018-03-27,ASSET_C,54.46,615446,Consumer
2018-03-27,ASSET_D,29.04,1006524,Materials
2018-03-27,ASSET_E,59.87,2033069,Retail
2018-03-27,VNINDEX,992.47,0,Benchmark
2018-03-28,ASSET_A,119.21,1221228,Technology
2018-03-28,ASSET_B,91.04,1810404,Banking
2018-03-28,ASSET_C,54.29,2074041,Consumer
2018-03-28,ASSET_D,29.21,1466931,Materials
2018-03-28,ASSET_E,59.57,1942945,Retail
2018-03-28,VNINDEX,994.36,0,Benchmark
2018-03-29,ASSET_A,121.17,1562379,Technology
2018-03-29,ASSET_B,90.64,1961929,Banking
2018-03-29,ASSET_C,54.73,811458,Consumer
2018-03-29,ASSET_D,29.45,828647,Materials
2018-03-29,ASSET_E,59.82,1302762,Retail
2018-03-29,VNINDEX,1000.66,0,Benchmark
2018-03-30,ASSET_A,120.96,777181,Technology
2018-03-30,ASSET_B,90.17,2347405,Banking
2018-03-30,ASSET_C,54.6,1820589,Consumer
2018-03-30,ASSET_D,30.88,2209949,Materials
2018-03-30,ASSET_E,59.97,1354274,Retail
2018-03-30,VNINDEX,1008.32,0,Benchmark
2018-04-02,ASSET_A,120.52,1122941,Technology
2018-04-02,ASSET_B,91.39,1097713,Banking
2018-04-02,ASSET_C,55.22,2070769,Consumer
2018-04-02,ASSET_D,31.56,614143,Materials
2018-04-02,ASSET_E,60.21,2499947,Retail
2018-04-02,VNINDEX,1016.92,0,Benchmark
2018-04-03,ASSET_A,120.38,2021616,Technology
2018-04-03,ASSET_B,91.47,1917325,Banking
2018-04-03,ASSET_C,54.82,2245045,Consumer
2018-04-03,ASSET_D,30.96,1350247,Materials
2018-04-03,ASSET_E,60.46,2069959,Retail
2018-04-03,VNINDEX,1013.44,0,Benchmark
2018-04-04,ASSET_A,120.65,2373963,Technology
2018-04-04,ASSET_B,91.77,1454783,Banking
2018-04-04,ASSET_C,54.67,1014947,Consumer
2018-04-04,ASSET_D,30.98,796863,Materials
2018-04-04,ASSET_E,60.39,1727247,Retail
2018-04-04,VNINDEX,1008.77,0,Benchmark
2018-04-05,ASSET_A,122.44,429986,Technology
2018-04-05,ASSET_B,93.35,1539586,Banking
2018-04-05,ASSET_C,55.8,556870,Consumer
2018-04-05,ASSET_D,30.93,2145646,Materials
2018-04-05,ASSET_E,61.62,696262,Retail
2018-04-05,VNINDEX,1018.11,0,Benchmark
2018-04-06,ASSET_A,120.96,1717636,Technology
2018-04-06,ASSET_B,93.65,1789694,Banking
2018-04-06,ASSET_C,55.63,1989783,Consumer
2018-04-06,ASSET_D,31.07,702981,Materials
2018-04-06,ASSET_E,61.77,1638305,Retail
2018-04-06,VNINDEX,1016.29,0,Benchmark
2018-04-09,ASSET_A,120.15,453934,Technology
2018-04-09,ASSET_B,91.12,1386882,Banking
2018-04-09,ASSET_C,55.47,1342285,Consumer
2018-04-09,ASSET_D,30.04,1337420,Materials
2018-04-09,ASSET_E,60.41,483700,Retail
2018-04-09,VNINDEX,1002.97,0,Benchmark
2018-04-10,ASSET_A,117.44,1492745,Technology
2018-04-10,ASSET_B,89.65,450505,Banking
2018-04-10,ASSET_C,54.03,2392611,Consumer
2018-04-10,ASSET_D,29.21,2150496,Materials
2018-04-10,ASSET_E,59.39,928810,Retail
2018-04-10,VNINDEX,991.28,0,Benchmark
2018-04-11,ASSET_A,115.4,2246889,Technology
2018-04-11,ASSET_B,87.18,557627,Banking
2018-04-11,ASSET_C,53.36,795088,Consumer
2018-04-11,ASSET_D,29.06,1324509,Materials
2018-04-11,ASSET_E,58.48,1865661,Retail
2018-04-11,VNINDEX,981.93,0,Benchmark
2018-04-12,ASSET_A,114.76,2075882,Technology
2018-04-12,ASSET_B,86.01,1453235,Banking
2018-04-12,ASSET_C,53.63,1605973,Consumer
2018-04-12,ASSET_D,29.65,787557,Materials
2018-04-12,ASSET_E,58.66,1256019,Retail
2018-04-12,VNINDEX,987.32,0,Benchmark
2018-04-13,ASSET_A,116.89,888714,Technology
2018-04-13,ASSET_B,86.86,1596815,Banking
2018-04-13,ASSET_C,54.67,650204,Consumer
2018-04-13,ASSET_D,29.92,730203,Materials
2018-04-13,ASSET_E,59.99,2488893,Retail
2018-04-13,VNINDEX,989.03,0,Benchmark
2018-04-16,ASSET_A,118.86,943038,Technology
2018-04-16,ASSET_B,87.04,1938030,Banking
2018-04-16,ASSET_C,54.03,1419358,Consumer
2018-04-16,ASSET_D,30.53,1670150,Materials
2018-04-16,ASSET_E,61.79,2372666,Retail
2018-04-16,VNINDEX,996.51,0,Benchmark
2018-04-17,ASSET_A,119.19,2045378,Technology
2018-04-17,ASSET_B,87.34,1601593,Banking
2018-04-17,ASSET_C,53.79,402168,Consumer
2018-04-17,ASSET_D,30.56,662455,Materials
2018-04-17,ASSET_E,62.14,599076,Retail
2018-04-17,VNINDEX,992.22,0,Benchmark
2018-04-18,ASSET_A,121.36,2121450,Technology
2018-04-18,ASSET_B,88.57,795273,Banking
2018-04-18,ASSET_C,54.6,1975267,Consumer
2018-04-18,ASSET_D,30.7,1146129,Materials
2018-04-18,ASSET_E,62.34,2255206,Retail
2018-04-18,VNINDEX,994.11,0,Benchmark
2018-04-19,ASSET_A,126.79,989902,Technology
2018-04-19,ASSET_B,88.79,1170323,Banking
2018-04-19,ASSET_C,54.53,1670261,Consumer
2018-04-19,ASSET_D,30.69,1684143,Materials
2018-04-19,ASSET_E,61.76,2215109,Retail
2018-04-19,VNINDEX,1000.98,0,Benchmark
2018-04-20,ASSET_A,123.61,406428,Technology
2018-04-20,ASSET_B,88.98,1331960,Banking
2018-04-20,ASSET_C,54.28,603889,Consumer
2018-04-20,ASSET_D,30.96,1196979,Materials
2018-04-20,ASSET_E,61.74,622882,Retail
2018-04-20,VNINDEX,997.9,0,Benchmark
2018-04-23,ASSET_A,123.17,1333358,Technology
2018-04-23,ASSET_B,88.96,2466282,Banking
2018-04-23,ASSET_C,54.68,1448893,Consumer
2018-04-23,ASSET_D,31.59,2137400,Materials
2018-04-23,ASSET_E,61.47,1209108,Retail
2018-04-23,VNINDEX,1003.01,0,Benchmark
2018-04-24,ASSET_A,121.24,1701322,Technology
2018-04-24,ASSET_B,86.48,1518313,Banking
2018-04-24,ASSET_C,54.46,1299245,Consumer
2018-04-24,ASSET_D,31.34,1844455,Materials
2018-04-24,ASSET_E,62.24,2392073,Retail
2018-04-24,VNINDEX,996.14,0,Benchmark
2018-04-25,ASSET_A,119.42,1331881,Technology
2018-04-25,ASSET_B,86.18,1733454,Banking
2018-04-25,ASSET_C,55.08,1814661,Consumer
2018-04-25,ASSET_D,31.16,684353,Materials
2018-04-25,ASSET_E,60.88,435258,Retail
2018-04-25,VNINDEX,992.49,0,Benchmark
2018-04-26,ASSET_A,117.25,2362990,Technology
2018-04-26,ASSET_B,85.32,1944687,Banking
2018-04-26,ASSET_C,55.13,1447531,Consumer
2018-04-26,ASSET_D,31.76,2115907,Materials
2018-04-26,ASSET_E,60.92,523129,Retail
2018-04-26,VNINDEX,988.65,0,Benchmark
2018-04-27,ASSET_A,115.12,2108561,Technology
2018-04-27,ASSET_B,83.54,1160702,Banking
2018-04-27,ASSET_C,55.23,1363851,Consumer
2018-04-27,ASSET_D,31.34,2311197,Materials
2018-04-27,ASSET_E,59.59,1471045,Retail
2018-04-27,VNINDEX,976.22,0,Benchmark
2018-04-30,ASSET_A,114.04,2054505,Technology
2018-04-30,ASSET_B,85.91,2425352,Banking
2018-04-30,ASSET_C,55.3,2145207,Consumer
2018-04-30,ASSET_D,31.55,824799,Materials
2018-04-30,ASSET_E,59.89,2401534,Retail
2018-04-30,VNINDEX,981.57,0,Benchmark
2018-05-01,ASSET_A,113.9,442605,Technology
2018-05-01,ASSET_B,84.01,1817311,Banking
2018-05-01,ASSET_C,54.69,1490049,Consumer
2018-05-01,ASSET_D,31.62,1153647,Materials
2018-05-01,ASSET_E,60.08,985593,Retail
2018-05-01,VNINDEX,976.83,0,Benchmark
2018-05-02,ASSET_A,114.02,2192631,Technology
2018-05-02,ASSET_B,84.39,2181378,Banking
2018-05-02,ASSET_C,54.59,2109857,Consumer
2018-05-02,ASSET_D,31.58,1230019,Materials
2018-05-02,ASSET_E,60.83,2022951,Retail
2018-05-02,VNINDEX,977.18,0,Benchmark
2018-05-03,ASSET_A,115.45,1986012,Technology
2018-05-03,ASSET_B,84.09,1973364,Banking
2018-05-03,ASSET_C,54.25,2259215,Consumer
2018-05-03,ASSET_D,31.38,1293040,Materials
2018-05-03,ASSET_E,61.1,1856146,Retail
2018-05-03,VNINDEX,982.49,0,Benchmark
2018-05-04,ASSET_A,116.89,1233604,Technology
2018-05-04,ASSET_B,85.47,1705188,Banking
2018-05-04,ASSET_C,54.73,2181357,Consumer
